E2000020820502280470CEAA,10.56,4.81,0.75,1
E2000020820502291350D066,10.09750372,4.999992604,0.75,2
E2000020820502280490CE9E,9.635007437,5.189985208,0.75,3
E2000020820502291330D052,9.172511155,5.379977812,0.75,4
E2000020820502280710CE4A,8.710014874,5.569970416,0.75,5
E2000020820502291170D012,8.247518592,5.75996302,0.75,6
E2000020820502291080CFEA,7.785022311,5.949955624,0.75,7
E2000020820502291060CFEE,7.322526029,6.139948227,0.75,8
E2000020820502291480D08A,6.860029748,6.329940831,0.75,9
E2000020820502290880CF9A,6.397533466,6.519933435,0.75,10
E2000020820502291650D0D2,10,3.27,0.75,11
E2000020820502290860CF9E,9.535911017,3.45606831,0.75,12
E2000020820502291470D096,9.071822034,3.64213662,0.75,13
E2000020820502290850CF92,8.607733052,3.82820493,0.75,14
E2000020820502290870CFA6,8.143644069,4.01427324,0.75,15
E2000020820502291050CFE2,7.679555086,4.200341551,0.75,16
E2000020820502291070CFF6,7.215466103,4.386409861,0.75,17
E2000020820502291450D082,6.75137712,4.572478171,0.75,18
E2000020820502291660D0DE,6.287288138,4.758546481,0.75,19
E2000020820502290460CEFE,5.823199155,4.944614791,0.75,20
E2000020820502290790CF86,9.520816913,6.809619792,0.75,24
E2000020820502290600CF2A,9.056225369,6.994429687,0.75,25
E2000020820502280600CE72,8.591633825,7.179239583,0.75,26
E2000020820502280700CE46,8.127042282,7.364049479,0.75,27
E2000020820502290690CF52,7.662450738,7.548859375,0.75,28
E2000020820502290450CEF2,7.197859195,7.733669271,0.75,29
E2000020820502280880CE02,10.02,8.24,0.75,31
E2000020820502280910CDFA,9.556749485,8.428146114,0.75,32
E2000020820502280890CDFE,9.093498969,8.616292227,0.75,33
E2000020820502280690CE4E,8.630248454,8.804438341,0.75,34
E2000020820502280510CE9A,8.166997939,8.992584455,0.75,35
E2000020820502280770CE2E,7.703747424,9.180730569,0.75,36
E2000020820502281110CDAA,7.240496908,9.368876682,0.75,37
E2000020820502280480CEA2,6.777246393,9.557022796,0.75,38
E2000020820502281120CDA2,5.20466781,6.424648039,0.75,40
E2000020820502280900CDF6,5.38933562,6.889296077,0.75,41
E2000020820502281100CDA6,5.574003431,7.353944116,0.75,42
E2000020820502281090CDAE,5.758671241,7.818592155,0.75,43
E2000020820502290800CF7A,5.943339051,8.283240193,0.75,44
E2000020820502290390CEE6,6.79,7.78,0.75,45
E2000020820502291180D01E,6.602325268,7.316558315,0.75,46
E2000020820502271840D119,6.414650536,6.853116631,0.75,47
